,date,tic,open,high,low,close,volume,avgvol_50,sma_10,sma_50,sma_100,sma_200,wma_50,rsi_14,volatility_30,volatility_100,stddev_30,dmi_14,adx_14,macd,atr_14
76955,2009-06-22,MRK.US,25.74,25.74,25.15,14.8305,19518790.0,22679032.38,14.9884,14.8169,15.1525,15.7587,15.0277,46.0172,0.2227,1.2292,0.4838744862237665,0.9553,13.0461,-0.0347,0.861
76956,2009-06-22,PFE.US,14.1053,14.2569,13.9064,8.2533,58471660.0,58823330.28,8.0998,7.9622,7.7769,8.4912,8.1136,53.6351,0.0408,0.2035,0.2017950351011323,14.1053,16.3997,0.042,0.447
76960,2009-06-23,ABT.US,46.9,47.2001,46.2999,16.2877,13477491.0,20513293.08,15.9304,15.3914,16.2513,17.3835,15.5717,61.6567,0.1683,2.0497,0.4036163379267684,27.7495,19.7528,0.2367,1.076
76968,2009-06-23,MRK.US,25.28,25.49,25.0,14.7893,14780782.0,22741558.14,14.9524,14.8101,15.1351,15.7361,15.0266,45.4394,0.1931,1.2111,0.4695727526499139,1.7199,12.237,-0.0534,0.8345
76969,2009-06-23,PFE.US,13.8969,14.0295,13.8306,8.2198,48328273.0,58953906.14,8.1333,7.9779,7.7775,8.4832,8.1237,52.6464,0.0369,0.2039,0.1987316292336385,10.9893,16.0132,0.0428,0.4293
76973,2009-06-24,ABT.US,47.2001,47.2301,46.57,16.3329,12463943.0,20196081.74,16.0291,15.4072,16.2237,17.366,15.6086,62.3751,0.1848,1.968,0.4239812154949933,28.0921,20.3484,0.2472,1.0463
76981,2009-06-24,MRK.US,25.15,25.67,25.05,14.9896,15980742.0,22797932.14,14.9442,14.8115,15.1219,15.7111,15.0336,48.805,0.1781,1.1974,0.4340695406483,1.6482,11.4807,-0.0515,0.8192
76982,2009-06-24,PFE.US,14.0295,14.1716,13.8495,8.2142,38232473.0,58558070.84,8.1707,7.995,7.7808,8.4735,8.133,52.4722,0.0366,0.2057,0.1889981095985931,15.6402,15.9866,0.0426,0.4216
76986,2009-06-25,ABT.US,46.7699,48.3699,46.6201,16.6909,16172363.0,19404789.52,16.1494,15.4445,16.1992,17.3518,15.6589,67.5596,0.2212,1.8844,0.4636017464518608,39.7762,21.7361,0.2812,1.0965
76994,2009-06-25,MRK.US,25.49,26.6,25.19,15.6492,21087332.0,22889250.66,14.9666,14.8195,15.1159,15.6927,15.0665,57.994,0.1801,1.1875,0.4218435687347032,16.9489,11.8713,0.0032,0.8614
76995,2009-06-25,PFE.US,13.8685,14.5505,13.8306,8.5546,51478672.0,58408367.64,8.2097,8.0131,7.786,8.4679,8.1549,60.9312,0.0373,0.211,0.1962906114451714,26.6463,16.748,0.0691,0.4429
76999,2009-06-26,ABT.US,47.8799,48.1301,47.2899,16.4858,17072530.0,19140100.06,16.2192,15.4774,16.1678,17.336,15.6998,62.266,0.2431,1.7668,0.4858673072452394,39.7762,23.0247,0.2882,1.0782
77007,2009-06-26,MRK.US,26.48,27.06,26.34,15.9025,23773356.0,22975438.18,15.0208,14.8373,15.1022,15.6778,15.109,60.8967,0.1931,1.1469,0.4330862821706204,23.3046,12.6879,0.0662,0.8513
77008,2009-06-26,PFE.US,14.4274,14.56,14.1906,8.4765,43316340.0,58231428.82,8.2337,8.0292,7.7886,8.4619,8.1731,58.3646,0.0358,0.2139,0.1944641168893228,26.9038,17.4734,0.0828,0.4377
77012,2009-06-29,ABT.US,47.59,47.8399,46.6501,16.6214,14043143.0,18778878.72,16.3266,15.5048,16.1414,17.3184,15.7446,64.2599,0.2571,1.6726,0.5128273028814333,26.405,23.2662,0.3013,1.0862
77020,2009-06-29,MRK.US,27.06,27.95,26.87,16.4031,23050026.0,23042254.46,15.191,14.8664,15.0954,15.6641,15.1704,65.9103,0.2248,1.1246,0.4758950419440509,33.852,14.1997,0.1548,0.8676
77021,2009-06-29,PFE.US,14.4463,14.5606,14.1811,8.5156,32003500.0,57416743.04,8.2968,8.0433,7.7934,8.4557,8.1922,59.2891,0.0377,0.2186,0.1923172756299422,26.4259,18.1129,0.0957,0.4335
77025,2009-06-30,ABT.US,47.2301,47.6501,46.2599,16.3503,29462068.0,18852755.34,16.4069,15.5253,16.1102,17.2998,15.7778,57.6959,0.251,1.5611,0.5107402507189683,18.9326,22.9566,0.2865,1.12
77033,2009-06-30,MRK.US,27.85,28.05,27.29,16.4679,22760254.0,23221726.54,15.3989,14.9028,15.0881,15.6512,15.2332,66.5089,0.2605,1.0992,0.50781244438085,34.9347,15.6807,0.2276,0.86
77034,2009-06-30,PFE.US,14.4653,14.4748,13.9916,8.3705,52165090.0,57413514.06,8.3437,8.0607,7.7971,8.4481,8.205,54.4563,0.0364,0.2215,0.1922000263664803,16.9631,18.0307,0.0932,0.4371
77038,2009-07-01,ABT.US,47.0,47.09,46.53,16.2113,17754273.0,18816802.86,16.432,15.541,16.0755,17.2816,15.8047,54.6155,0.2302,1.4322,0.4988163280153259,18.9326,22.6692,0.2605,1.08
77046,2009-07-01,MRK.US,28.1,28.22,27.77,16.5209,16136475.0,22696104.24,15.5921,14.9597,15.0776,15.6417,15.2966,67.019,0.2955,1.0576,0.5409700997890408,36.8278,17.1912,0.2863,0.8307
77047,2009-07-01,PFE.US,14.1811,14.248,13.9537,8.3147,46816047.0,57024047.18,8.3615,8.0778,7.7983,8.4418,8.215,52.6779,0.0354,0.2226,0.1880884529114597,15.1074,17.8219,0.0857,0.4269
77051,2009-07-02,ABT.US,46.2999,46.6401,45.7499,16.0861,15738224.0,18555589.84,16.384,15.5673,16.0391,17.2605,15.8261,51.9263,0.2074,1.298,0.4743206176685487,4.596,21.3782,0.2272,1.0665
77059,2009-07-02,MRK.US,27.73,27.99,26.98,15.9084,15229012.0,21889745.8,15.6722,15.0111,15.0615,15.6303,15.3338,56.3393,0.2998,1.005,0.5412773475126045,19.4371,17.3517,0.2801,0.8478
77060,2009-07-02,PFE.US,13.9916,14.02,13.679,8.0803,41301070.0,56405486.24,8.337,8.0955,7.798,8.4349,8.2151,45.8975,0.0348,0.2224,0.1871558325587798,2.4234,16.722,0.0602,0.4275
77064,2009-07-06,ABT.US,45.6301,46.3299,45.6301,15.9888,16522718.0,18445206.36,16.3291,15.5857,16.0068,17.2432,15.8426,49.8711,0.1858,1.196,0.4486447152715644,2.5515,20.0335,0.1907,1.0403
77072,2009-07-06,MRK.US,26.97,28.0,26.7601,16.4267,24246214.0,21628804.28,15.7888,15.0697,15.0601,15.6248,15.3893,61.8757,0.3266,1.0008,0.5651492029934402,15.0535,17.1875,0.3134,0.8758
77073,2009-07-06,PFE.US,13.6411,13.8401,13.518,8.1305,54931688.0,55781607.82,8.313,8.1116,7.8016,8.43,8.2164,47.4573,0.035,0.2235,0.1843282143165613,4.237,15.8302,0.0435,0.42
77077,2009-07-07,ABT.US,45.42,46.09,45.2201,15.7594,17745102.0,18412046.7,16.2815,15.6013,15.9726,17.2234,15.8494,45.3171,0.1735,1.0943,0.4246429008183237,4.3399,18.9125,0.1417,1.0281
77085,2009-07-07,MRK.US,27.85,28.39,27.52,16.2677,23592995.0,21638169.2,15.9325,15.1226,15.0529,15.6162,15.4363,59.3878,0.342,0.9785,0.578311152742238,20.6181,17.4326,0.3233,0.8754
77086,2009-07-07,PFE.US,13.7832,14.0579,13.6885,8.1417,60920449.0,55687601.64,8.3018,8.1291,7.8037,8.423,8.2176,47.8188,0.0346,0.2244,0.1845977230489008,4.7835,15.0412,0.0308,0.4164
77090,2009-07-08,ABT.US,45.5,46.49,45.5,16.0965,19459983.0,18477853.28,16.2623,15.6232,15.9402,17.2042,15.8688,52.2215,0.1688,0.9804,0.4112325920520758,2.541,17.7431,0.1286,1.0368
77098,2009-07-08,MRK.US,27.89,28.54,27.73,16.515,22403515.0,21746505.14,16.1051,15.1806,15.0505,15.6092,15.4909,61.9503,0.3723,0.9706,0.6007567692816028,22.7151,17.8099,0.3471,0.8786
77099,2009-07-08,PFE.US,13.9632,14.02,13.7359,8.1528,50625039.0,55561731.4,8.2951,8.1433,7.8044,8.4145,8.2185,48.1991,0.0338,0.2249,0.1833763316839232,4.7835,14.3085,0.0214,0.4069
77103,2009-07-09,ABT.US,46.41,46.59,45.44,15.9645,15427261.0,18496961.24,16.2255,15.6435,15.9106,17.187,15.8822,49.5816,0.1604,0.8905,0.4041885986618641,4.2412,16.7787,0.1063,1.0449
77111,2009-07-09,MRK.US,27.7601,27.9,26.58,15.9084,28109980.0,21827523.92,16.197,15.2296,15.0453,15.6001,15.5195,53.0998,0.3755,0.9591,0.6031590949311192,0.7427,16.5908,0.3133,0.9201
77112,2009-07-09,PFE.US,13.8495,13.9064,13.4706,7.9743,61374219.0,55431870.16,8.2711,8.155,7.8037,8.4065,8.2119,42.7968,0.0355,0.2246,0.1853133332149136,6.6311,13.7601,-0.0005,0.409
77116,2009-07-10,ABT.US,45.7999,45.7999,45.2699,15.7837,13398499.0,18426965.4,16.1348,15.6629,15.8826,17.1666,15.8877,46.1409,0.1547,0.8188,0.3949333123542201,1.0132,15.6526,0.0732,1.0174
77124,2009-07-10,MRK.US,26.9,26.99,26.2601,15.5786,18809294.0,21618615.6,16.1899,15.2635,15.0376,15.5914,15.5331,49.0009,0.3754,0.945,0.602801893156732,4.3859,15.719,0.257,0.9079
77125,2009-07-10,PFE.US,13.4801,13.5369,13.3664,7.9241,38936379.0,54646993.52,8.2081,8.1652,7.8043,8.3983,8.2029,41.3917,0.0379,0.2247,0.1915519224132947,10.7438,13.5447,-0.0216,0.3919
77129,2009-07-13,ABT.US,45.1801,46.2501,45.0,16.1831,15447270.0,18033259.7,16.1045,15.6956,15.8578,17.1476,15.9081,53.7725,0.1534,0.7414,0.3891128413304313,9.0417,15.1804,0.0783,1.034
77137,2009-07-13,MRK.US,26.42,26.9,26.13,15.7964,16515222.0,21360239.58,16.1793,15.2978,15.032,15.5818,15.554,51.655,0.3706,0.9332,0.6038959544906358,6.4713,15.0585,0.2274,0.8981
77138,2009-07-13,PFE.US,13.4611,13.9916,13.4517,8.2365,53035781.0,54414359.38,8.1841,8.1825,7.8085,8.3917,8.2057,51.9617,0.0352,0.2266,0.1917232004696746,8.2484,13.1664,-0.013,0.4025
77142,2009-07-14,ABT.US,46.47,46.8199,45.97,16.3023,16593372.0,17995164.66,16.0726,15.7331,15.8332,17.1284,15.9319,55.7861,0.153,0.6586,0.3898741305461222,18.0961,15.3886,0.0909,1.0209
77150,2009-07-14,MRK.US,26.9,27.31,25.05,15.9967,14570763.0,21335318.14,16.1387,15.3355,15.029,15.5706,15.5815,54.0246,0.3707,0.9264,0.6033683087330247,21.732,15.5351,0.2175,0.9954
77151,2009-07-14,PFE.US,13.8874,14.1527,13.8495,8.3147,37331230.0,54033333.98,8.164,8.199,7.8143,8.3838,8.2108,54.1889,0.0357,0.229,0.1860118473843149,13.8835,13.2176,0.0002,0.3954
77155,2009-07-15,ABT.US,45.7001,45.7999,44.2301,15.878,54042935.0,18588878.72,16.0254,15.7504,15.8059,17.107,15.9376,47.8041,0.1504,0.5807,0.3852912481893685,11.0284,15.0772,0.0659,1.1094
77163,2009-07-15,MRK.US,27.34,27.7601,26.82,16.3206,21509886.0,21364542.68,16.1239,15.3759,15.0316,15.5618,15.6201,57.6404,0.3803,0.9326,0.6130969207007458,13.4256,15.3845,0.2332,0.9914
77164,2009-07-15,PFE.US,14.1811,14.2569,13.9158,8.3816,43552031.0,53659710.78,8.1651,8.2123,7.8224,8.3762,8.218,56.0656,0.0359,0.2316,0.1890169731241939,17.4164,13.5175,0.0158,0.3915
77168,2009-07-16,ABT.US,45.1301,45.2101,44.58,15.7588,26617341.0,18730266.8,15.9801,15.7616,15.7795,17.0883,15.9379,45.8205,0.1491,0.513,0.3838595607413324,11.0284,14.788,0.0361,1.0801
77176,2009-07-16,MRK.US,27.69,28.0,27.55,16.4149,13268938.0,21272083.94,16.1133,15.4185,15.0365,15.5584,15.6608,58.6598,0.3965,0.9436,0.6239909795000234,9.1506,14.9392,0.2503,0.9527
77177,2009-07-16,PFE.US,14.1811,14.3042,14.0958,8.4095,37153953.0,53117136.88,8.1746,8.2229,7.8333,8.3714,8.2257,56.8593,0.0371,0.2324,0.1906598024507302,19.0401,13.912,0.0301,0.3785
77181,2009-07-17,ABT.US,44.52,44.7999,44.2001,15.594,25745102.0,18828720.32,15.9309,15.7751,15.7469,17.0685,15.9313,43.1545,0.1479,0.4177,0.3864525486821564,16.2581,14.893,-0.0009,1.0558
77189,2009-07-17,MRK.US,27.83,27.87,27.41,16.303,11335273.0,21024569.4,16.1528,15.4586,15.0365,15.5511,15.6955,56.9097,0.4124,0.9437,0.6317492055308545,11.2527,14.6759,0.2519,0.9175
77190,2009-07-17,PFE.US,14.2853,14.3232,14.0769,8.3482,53234879.0,52968674.46,8.2014,8.2346,7.8418,8.3642,8.2306,54.5284,0.0379,0.2339,0.1915534329890914,19.7228,14.327,0.036,0.369
77194,2009-07-20,ABT.US,44.61,45.03,44.2999,15.7833,17642351.0,18647586.52,15.9104,15.7806,15.72,17.0485,15.9317,46.9713,0.145,0.3428,0.3802870332234287,11.9653,14.6839,-0.0147,1.0326
77202,2009-07-20,MRK.US,27.75,28.0,27.44,16.4561,11851098.0,20681634.44,16.1557,15.4949,15.0416,15.543,15.7346,58.7241,0.4318,0.9556,0.6486722855395127,8.7367,14.2516,0.2625,0.892
77203,2009-07-20,PFE.US,14.2379,14.4842,13.9727,8.5156,55212559.0,52574174.24,8.2399,8.2469,7.8548,8.3565,8.2417,59.4206,0.0408,0.2343,0.1997196612257412,25.4594,15.1222,0.0537,0.3792
77207,2009-07-21,ABT.US,45.2001,45.39,44.51,15.7798,17015632.0,18582338.5,15.9124,15.7838,15.7036,17.0274,15.9316,46.9085,0.1397,0.3136,0.3767163362282946,5.4074,14.0213,-0.0257,1.0217
77215,2009-07-21,MRK.US,28.73,29.79,28.58,17.4633,27961059.0,20849454.86,16.2753,15.5558,15.0675,15.5427,15.8118,68.2086,0.53,1.0133,0.720770114300735,18.5708,14.5602,0.3482,0.9604
77216,2009-07-21,PFE.US,14.6074,14.9484,14.5505,8.7611,55414551.0,52551331.04,8.3018,8.2614,7.8723,8.3505,8.2618,65.3145,0.0487,0.2351,0.2214196869592967,38.9953,16.8274,0.0864,0.3873
77220,2009-07-22,ABT.US,45.01,45.2501,44.01,15.5063,21022926.0,18733063.8,15.8534,15.782,15.6956,17.0056,15.9207,42.1705,0.1363,0.3103,0.378366250890186,13.0267,13.9502,-0.0558,1.0373
77228,2009-07-22,MRK.US,29.5699,30.06,29.27,17.3454,19869451.0,20907591.6,16.3583,15.6192,15.1027,15.54,15.882,66.2884,0.6001,1.0485,0.7708211975990633,21.7625,15.0746,0.402,0.9483
77229,2009-07-22,PFE.US,14.8442,15.602,14.7779,8.856,83620891.0,53163858.08,8.3722,8.2806,7.893,8.3443,8.2851,67.2921,0.0564,0.2326,0.2432030889964158,52.1663,19.3516,0.1187,0.4185
77233,2009-07-23,ABT.US,44.41,44.45,43.45,15.373,35071071.0,19052659.46,15.7942,15.7738,15.6873,16.9867,15.9047,40.0473,0.1351,0.3087,0.3805281692545953,20.7283,14.4344,-0.0894,1.0346
77241,2009-07-23,MRK.US,29.52,30.64,29.47,17.8166,26678517.0,20952116.94,16.5492,15.6854,15.147,15.5445,15.9682,69.9316,0.7086,1.0909,0.8408265197137293,28.2668,16.0169,0.4771,0.9655
77242,2009-07-23,PFE.US,15.2042,15.5357,15.0716,9.0122,58694000.0,52004024.18,8.4759,8.2942,7.9188,8.3391,8.3138,70.2943,0.0673,0.2232,0.2682117319062572,52.1663,21.6955,0.1551,0.4245
77246,2009-07-24,ABT.US,43.94,45.09,43.7999,15.7833,19027511.0,19106923.72,15.7942,15.7732,15.6873,16.9707,15.9051,48.6218,0.1275,0.3087,0.3639537973101571,8.8637,14.0365,-0.0819,1.0529
77254,2009-07-24,MRK.US,30.27,31.06,29.94,18.2525,26308678.0,20948593.58,16.8165,15.7522,15.1978,15.5543,16.0688,72.8542,0.8773,1.1457,0.9268185612141302,32.6343,17.2039,0.5653,0.9766
77255,2009-07-24,PFE.US,15.2042,15.6305,15.1852,9.1964,50995621.0,51058729.56,8.6032,8.3078,7.9452,8.3383,8.3492,73.3955,0.0919,0.2201,0.299871174317013,53.8427,23.9918,0.1965,0.426
77259,2009-07-27,ABT.US,45.1301,45.3799,44.49,15.7904,13140058.0,18969320.54,15.7549,15.7787,15.6827,16.9558,15.9058,48.7584,0.1275,0.3056,0.3537898593495354,3.8835,13.3113,-0.0746,1.0412
77267,2009-07-27,MRK.US,31.12,31.18,30.42,18.1229,21026758.0,20942586.46,17.0492,15.812,15.2444,15.5646,16.1618,70.6553,1.0071,1.1988,0.9954331733688006,33.8732,18.3945,0.6176,0.9611
77268,2009-07-27,PFE.US,15.5641,15.7726,15.3652,9.2745,47464711.0,51031594.96,8.707,8.322,7.969,8.3392,8.3871,74.606,0.1194,0.2262,0.3408721846444911,56.314,26.3005,0.233,0.4246
77272,2009-07-28,ABT.US,44.96,45.6,44.9,15.9306,15297832.0,18611700.68,15.7177,15.7962,15.6834,16.9502,15.9117,51.4999,0.12,0.3059,0.3516662620359231,0.138,12.3703,-0.0568,1.0168
77280,2009-07-28,MRK.US,30.71,30.91,29.77,17.6812,23627265.0,21036174.96,17.2176,15.8698,15.2926,15.5792,16.2351,63.6087,1.0187,1.199,1.026800854446971,20.9036,18.5737,0.6163,0.9739
77281,2009-07-28,PFE.US,15.621,15.782,15.1189,8.9453,75375562.0,51523784.16,8.77,8.3334,7.9885,8.3423,8.4116,61.8346,0.121,0.2258,0.3546135522892796,42.111,27.4298,0.2326,0.4417
77285,2009-07-29,ABT.US,45.3799,45.8699,45.1201,16.0218,13059608.0,18451654.82,15.7321,15.8163,15.6821,16.9457,15.9206,53.2521,0.1117,0.3048,0.3407844611014415,4.4133,11.802,-0.035,0.9978
77293,2009-07-29,MRK.US,30.01,30.14,29.51,17.5928,16696736.0,21056529.22,17.3449,15.9226,15.3365,15.5933,16.3027,62.2702,0.9663,1.2066,1.0236675349254534,16.0601,18.3942,0.6012,0.9493
77294,2009-07-29,PFE.US,15.1568,15.2326,14.8158,8.789,60906039.0,51937464.94,8.8108,8.3397,8.0062,8.3461,8.4294,56.8579,0.1163,0.2226,0.3487325386854247,26.8375,27.3875,0.2172,0.4399
77298,2009-07-30,ABT.US,45.98,46.2899,45.45,16.0253,20062526.0,18521633.98,15.7588,15.8387,15.6817,16.9332,15.9288,53.3218,0.1114,0.3045,0.3288217280292492,11.1786,11.7574,-0.0172,0.9865
77306,2009-07-30,MRK.US,30.21,30.97,29.8799,17.6341,24300290.0,21215273.96,17.4668,15.9759,15.3909,15.5986,16.3698,62.6655,0.9199,1.1576,0.9957965208968032,26.2212,18.9533,0.5858,0.9601
77307,2009-07-30,PFE.US,15.1189,15.4031,15.0526,8.895,48486121.0,52224546.96,8.8593,8.349,8.0254,8.3463,8.4512,59.2531,0.1195,0.2194,0.3450215438235609,31.3097,27.6677,0.2111,0.443
77311,2009-07-31,ABT.US,45.7401,46.01,44.92,15.7763,20092747.0,18506756.94,15.777,15.8548,15.6776,16.9184,15.9263,47.8556,0.1047,0.3021,0.3321072596693395,1.4234,11.0193,-0.0229,0.9939
77319,2009-07-31,MRK.US,30.2,30.58,29.91,17.6753,16269362.0,21216041.1,17.604,16.0263,15.4387,15.605,16.4364,63.081,0.9127,1.1452,0.9704549774229584,26.2212,19.4724,0.5704,0.9394
77320,2009-07-31,PFE.US,15.261,15.3273,15.0621,8.8894,42959840.0,52363246.96,8.9134,8.3582,8.0421,8.3453,8.4724,59.0665,0.1245,0.2201,0.3482500981531573,31.3097,27.9278,0.2035,0.4303
77324,2009-08-03,ABT.US,45.08,45.1201,44.2001,15.7167,21023551.0,18663951.6,15.7703,15.868,15.6816,16.9048,15.9209,46.6235,0.0987,0.3008,0.3231584837815008,10.1136,10.9546,-0.0319,0.9886
77332,2009-08-03,MRK.US,30.45,30.47,29.73,17.6812,16298286.0,21067495.48,17.7265,16.0765,15.4881,15.6186,16.5013,63.1443,0.9053,1.1205,0.9636344871517956,22.4918,19.6881,0.5523,0.9251
77333,2009-08-03,PFE.US,15.2705,15.2989,14.9673,8.9508,50515738.0,52386987.96,8.957,8.3717,8.061,8.3469,8.4956,60.5338,0.131,0.2183,0.3567930546259897,26.3301,27.8137,0.2001,0.4232
77337,2009-08-04,ABT.US,44.6601,44.7899,44.2301,15.5343,21876198.0,18791200.44,15.7458,15.8732,15.6763,16.8878,15.9078,42.977,0.1037,0.2995,0.3199539508685255,10.1136,10.8945,-0.0531,0.9601
77345,2009-08-04,MRK.US,30.14,30.27,29.48,17.5752,16077892.0,21082251.32,17.7377,16.1239,15.5242,15.6271,16.5601,61.118,0.8321,1.1393,0.9531410504538947,17.3075,19.518,0.5233,0.9155
77346,2009-08-04,PFE.US,15.1094,15.3273,15.0716,8.9676,49005281.0,52691720.92,8.9776,8.3841,8.0734,8.3467,8.519,60.9463,0.1355,0.2253,0.3653502467911921,27.2205,27.7713,0.1965,0.4113
77350,2009-08-05,ABT.US,44.3499,44.3499,43.97,15.4292,16416424.0,18808057.48,15.7381,15.872,15.6692,16.8701,15.8904,40.9877,0.1098,0.2979,0.3313549813774692,14.203,11.1308,-0.0775,0.9187
77358,2009-08-05,MRK.US,29.87,30.18,29.34,17.4397,13375100.0,21016126.72,17.7471,16.1642,15.5414,15.6341,16.6117,58.5324,0.73,1.1753,0.9082067839278284,14.3878,19.1516,0.4839,0.9101
77359,2009-08-05,PFE.US,15.1379,15.1568,14.8253,8.945,58711500.0,52869962.1,8.9865,8.3954,8.0826,8.3465,8.541,60.0372,0.1376,0.2328,0.3695840542742304,14.3157,26.8102,0.1897,0.4103
77363,2009-08-06,ABT.US,44.1701,44.1801,43.49,15.2994,20409546.0,18968203.38,15.7307,15.8694,15.6573,16.8482,15.8679,38.6107,0.1179,0.2925,0.3457284388110205,21.3173,11.8584,-0.1061,0.9024
77371,2009-08-06,MRK.US,29.68,29.68,29.25,17.2925,11499494.0,20833925.62,17.6947,16.2006,15.5621,15.6332,16.656,55.772,0.6326,1.2046,0.8462088401357136,12.4502,18.6729,0.4357,0.8758
77372,2009-08-06,PFE.US,15.0431,15.0716,14.8726,8.9,38101672.0,52924090.78,8.9753,8.4097,8.0935,8.345,8.5608,58.1764,0.1373,0.2386,0.3700793600241993,14.3157,25.9177,0.1785,0.3952
77376,2009-08-07,ABT.US,43.96,44.03,43.7201,15.373,14732805.0,19014935.34,15.6897,15.8668,15.6418,16.8293,15.8485,40.7103,0.1059,0.277,0.3512206812097906,21.3173,12.5341,-0.1214,0.8665
77384,2009-08-07,MRK.US,29.71,30.5,29.45,17.7283,13656278.0,20526991.56,17.6423,16.2442,15.5848,15.6375,16.7159,61.553,0.6105,1.2509,0.7989517815750824,24.9276,19.1197,0.4278,0.8947
77385,2009-08-07,PFE.US,15.0716,15.3178,15.0431,8.9958,39802566.0,52867557.72,8.9552,8.4257,8.1048,8.3439,8.5838,60.9512,0.143,0.2461,0.3721088555164981,23.3315,25.733,0.1754,0.3927
77389,2009-08-10,ABT.US,43.7001,44.56,43.51,15.6115,17182159.0,19054772.76,15.6718,15.8658,15.6304,16.8153,15.8385,47.0323,0.0948,0.2645,0.3234192572858808,9.6718,12.3296,-0.113,0.8796
77397,2009-08-10,MRK.US,30.29,31.0,30.11,18.0228,19050963.0,20030319.2,17.6323,16.2842,15.6084,15.6487,16.7856,64.8925,0.6168,1.3097,0.794587395059283,31.3521,19.9934,0.4402,0.895
77398,2009-08-10,PFE.US,15.0147,15.1379,14.9768,8.9676,28131279.0,52050455.64,8.9245,8.4355,8.1158,8.3444,8.605,59.6957,0.1471,0.2528,0.3780302034137326,19.6795,25.3006,0.1687,0.3761
77402,2009-08-11,ABT.US,44.52,44.8799,44.43,15.6747,13569404.0,19039687.3,15.6462,15.8666,15.6234,16.7996,15.831,48.5964,0.0746,0.259,0.3043406823382617,3.2305,11.6797,-0.1001,0.8489
77410,2009-08-11,MRK.US,30.46,30.78,30.15,17.8637,11423829.0,19834542.32,17.6506,16.3217,15.6358,15.6568,16.8476,61.7709,0.6319,1.3575,0.789136088900648,31.3521,20.8048,0.4322,0.8761
77411,2009-08-11,PFE.US,14.9673,15.1094,14.92,8.9225,27982680.0,51200023.0,8.9223,8.4492,8.1295,8.3436,8.6241,57.6504,0.15,0.2561,0.3814871340482255,16.4968,24.6718,0.158,0.3628
77415,2009-08-12,ABT.US,44.43,44.55,43.7499,15.4327,25867653.0,19328974.5,15.5873,15.8614,15.614,16.7839,15.814,43.3211,0.0688,0.2536,0.2769063133414735,14.7005,11.8955,-0.1081,0.8561
77423,2009-08-12,MRK.US,30.34,30.99,30.0,18.1053,12899518.0,19786621.48,17.7018,16.362,15.6616,15.6703,16.9175,64.559,0.66,1.4177,0.8059203434454228,34.0991,21.7544,0.4403,0.8842
77424,2009-08-12,PFE.US,15.0147,15.1568,14.92,8.9394,35441246.0,50905920.1,8.9373,8.4609,8.1437,8.3443,8.6433,58.228,0.1511,0.2587,0.3852393207552719,18.4459,24.227,0.1491,0.3538
77428,2009-08-13,ABT.US,44.02,44.3799,43.6601,15.5414,17061901.0,19336215.02,15.5389,15.8585,15.6015,16.7707,15.8014,46.1488,0.0641,0.2396,0.2614996204755275,16.1144,12.1968,-0.1045,0.8464
77436,2009-08-13,MRK.US,30.73,30.98,28.69,18.2466,14137939.0,19660959.98,17.7631,16.4064,15.6816,15.686,16.9914,66.1154,0.6943,1.4806,0.8263566729230759,5.6873,20.6067,0.4529,0.9847
77437,2009-08-13,PFE.US,15.0431,15.0621,14.8158,8.9056,37440969.0,50614208.7,8.9384,8.4728,8.1553,8.3453,8.6608,56.5665,0.1496,0.2627,0.3852529070537174,12.2434,23.3711,0.1378,0.3461
77441,2009-08-14,ABT.US,44.5,44.7101,43.93,15.5554,14471863.0,19291671.46,15.5168,15.8585,15.597,16.7544,15.7895,46.5189,0.0616,0.238,0.2515968530033851,8.9625,11.9658,-0.0994,0.8416
77449,2009-08-14,MRK.US,31.0,31.09,30.52,18.2466,16942178.0,19537327.42,17.8202,16.4582,15.7028,15.6936,17.0636,66.1154,0.6824,1.544,0.8437337026074714,7.4603,19.6677,0.4576,0.955
77450,2009-08-14,PFE.US,15.0337,15.0337,14.721,8.8887,33772090.0,50480056.52,8.9383,8.4872,8.1674,8.3425,8.6771,55.7105,0.1395,0.2657,0.382651864801148,6.7656,22.185,0.1259,0.3437
77454,2009-08-17,ABT.US,44.0,44.95,43.9,15.6956,19072947.0,19376590.18,15.5147,15.8598,15.5954,16.7403,15.7831,50.2092,0.0595,0.2374,0.2442575029388768,3.9529,11.3935,-0.0831,0.8565
77462,2009-08-17,MRK.US,30.6,31.35,30.54,18.1877,19584290.0,19396557.96,17.8708,16.5149,15.725,15.7038,17.1314,64.7409,0.6925,1.6045,0.8314766455854347,11.6863,19.0976,0.4513,0.9447
77463,2009-08-17,PFE.US,14.7495,15.1379,14.7305,8.9507,45053379.0,50397613.86,8.9383,8.5042,8.1782,8.3416,8.6953,58.209,0.1309,0.2708,0.3704658385657505,11.8574,21.4473,0.1202,0.3483
77467,2009-08-18,ABT.US,44.7999,44.8099,44.1301,15.5449,14943935.0,19425285.48,15.5158,15.8597,15.5908,16.7247,15.7708,46.4954,0.0606,0.2357,0.242261425602731,3.9529,10.862,-0.0814,0.8439
77475,2009-08-18,MRK.US,30.87,30.87,30.3,18.0876,12926032.0,19284392.62,17.9221,16.5712,15.7456,15.7093,17.1931,62.3678,0.6799,1.6591,0.8318577727029084,6.8363,18.2218,0.4333,0.9186
