,date,tic,open,high,low,close,volume,avgvol_50,sma_10,sma_50,sma_100,sma_200,wma_50,rsi_14,volatility_30,volatility_100,stddev_30,dmi_14,adx_14,macd,atr_14
46731,2000-03-22,PFE.US,33.866,34.1028,32.8003,15.0317,17386301.0,11494132.02,14.8761,14.6245,14.5913,14.9249,14.4776,55.2925,0.4535,0.5416,0.7199294326616236,15.9487,20.1269,0.2314,1.3497
46735,2000-03-23,ABT.US,34.2501,34.3124,33.5,8.8216,6320549.0,10716552.86,8.5786,8.5708,9.0639,9.9651,8.5692,54.4355,0.1472,0.4048,0.4040843999578329,11.0592,18.0905,0.0499,1.3398
46743,2000-03-23,MRK.US,63.5625,64.7501,62.5625,25.4725,5059849.0,7566893.3,24.8547,26.8965,28.295,28.133,25.6619,50.7843,1.8579,7.3643,1.504366091326366,6.4459,23.9665,-0.2444,2.8346
46744,2000-03-23,PFE.US,32.9779,34.0436,32.9779,14.8735,10118600.0,11511570.02,14.9209,14.6326,14.5734,14.926,14.4874,53.5203,0.4376,0.499,0.6696912542545064,15.9487,19.8285,0.2231,1.3294
46748,2000-03-24,ABT.US,33.8749,34.1248,33.5,8.7727,6335474.0,10676659.86,8.6488,8.5685,9.047,9.9528,8.5771,53.4232,0.1372,0.3858,0.3788083095717731,11.0592,17.5883,0.0567,1.2888
46756,2000-03-24,MRK.US,62.875,63.0,60.375,25.0168,7016989.0,7602634.3,24.9433,26.7966,28.2256,28.1223,25.5882,48.5857,1.5687,7.3324,1.3410073291276945,2.976,22.4672,-0.2273,2.8196
46757,2000-03-24,PFE.US,33.3923,33.9844,32.9779,14.7153,8998600.0,11474782.02,14.9157,14.6312,14.5589,14.9301,14.4906,51.7346,0.4318,0.4736,0.6546866784267641,15.9487,19.5513,0.2015,1.3063
46761,2000-03-27,ABT.US,33.5,33.8749,33.1248,8.6749,7046990.0,10605281.08,8.7189,8.5659,9.0351,9.9406,8.5812,51.3659,0.1347,0.3804,0.3648357632863542,5.0549,16.6931,0.0536,1.2503
46769,2000-03-27,MRK.US,60.875,61.5625,59.875,24.7636,5846268.0,7607350.3,25.1104,26.689,28.1596,28.113,25.5085,47.3589,1.4928,7.3496,1.2321711381432598,5.0449,21.2227,-0.2316,2.7521
46770,2000-03-27,PFE.US,33.0371,33.6292,32.8595,14.6625,9259500.0,11134250.02,14.9341,14.6146,14.5454,14.9353,14.4919,51.1215,0.4358,0.4525,0.6495725302778521,14.1637,19.1665,0.178,1.268
46774,2000-03-28,ABT.US,33.0625,34.0,32.5625,8.8379,10095324.0,10582835.14,8.7906,8.5627,9.0279,9.9292,8.5919,54.5101,0.1259,0.378,0.3640495940245906,3.3763,15.7419,0.0636,1.2636
46782,2000-03-28,MRK.US,59.75,62.5,59.75,24.9408,7956416.0,7650356.02,25.3155,26.59,28.0911,28.1052,25.44,48.342,1.3749,7.3169,1.2022977962570232,0.7087,19.7574,-0.2182,2.752
46783,2000-03-28,PFE.US,32.445,33.6884,32.445,14.7944,8812800.0,10986868.02,15.0106,14.598,14.5314,14.9429,14.4989,52.6316,0.4377,0.4258,0.6550020728692844,7.901,18.3618,0.1681,1.2662
46787,2000-03-29,ABT.US,34.1248,35.5,33.9375,9.0988,11370216.0,10583262.84,8.8526,8.5685,9.0206,9.919,8.6129,59.0713,0.1234,0.3716,0.3616899356816015,15.9923,15.7597,0.0915,1.2895
46795,2000-03-29,MRK.US,62.9375,65.0,62.5,25.9283,7385466.0,7686983.62,25.4852,26.5376,28.0303,28.0996,25.414,53.5483,1.3221,7.2061,1.1731151833218554,9.9646,19.058,-0.1264,2.8009
46796,2000-03-29,PFE.US,33.3923,34.8133,33.2517,15.4537,13894900.0,11047316.02,15.0686,14.5998,14.5295,14.952,14.5325,59.3861,0.4665,0.422,0.6812906736008381,20.6266,18.5236,0.2111,1.29
46800,2000-03-30,ABT.US,35.3752,36.0,34.7499,9.2619,10572713.0,10457720.66,8.8787,8.5813,9.0135,9.9087,8.6401,61.6594,0.1318,0.363,0.3671643654821594,21.2864,16.1545,0.1253,1.2867
46808,2000-03-30,MRK.US,64.0,65.9375,63.8125,25.9536,6606173.0,7719303.94,25.4472,26.48,27.9669,28.0921,25.3911,53.6771,1.2766,7.0638,1.1525687265799442,13.66,18.6724,-0.051,2.7527
46809,2000-03-30,PFE.US,34.5173,34.8725,34.162,15.4009,9920100.0,11044648.02,15.0686,14.5964,14.5376,14.9598,14.5639,58.6646,0.503,0.4294,0.6980460952044476,21.2434,18.7179,0.2381,1.2486
46813,2000-03-31,ABT.US,35.5,35.9375,34.4375,9.1803,7390273.0,10296941.3,8.9227,8.5976,9.0044,9.8972,8.6636,59.6279,0.1397,0.3516,0.3731891454657334,16.3527,16.1687,0.1439,1.3019
46821,2000-03-31,MRK.US,63.8125,64.9375,62.125,25.1687,5934405.0,7733479.2,25.4219,26.3952,27.9015,28.079,25.3397,49.1257,1.262,6.9976,1.1147826089248474,5.2835,17.716,-0.054,2.7569
46822,2000-03-31,PFE.US,34.6357,34.9317,33.8068,15.4273,8655100.0,11058150.02,15.1003,14.6035,14.5433,14.9668,14.5965,58.9332,0.5385,0.4363,0.7223038885750044,15.4471,18.4843,0.2586,1.2397
46826,2000-04-03,ABT.US,35.5623,37.3752,35.3752,9.6532,9708157.0,10113034.34,9.0042,8.6279,9.0049,9.8879,8.705,66.5137,0.1769,0.3522,0.4141014125993214,30.387,17.1843,0.1945,1.3652
46834,2000-04-03,MRK.US,62.375,67.0,62.375,27.0424,8014266.0,7727574.78,25.6295,26.3519,27.8586,28.0762,25.3651,58.2308,1.4407,6.8852,1.1816622996641002,13.659,17.4262,0.0937,2.9082
46835,2000-04-03,PFE.US,35.0501,36.5895,34.8133,16.1921,19045900.0,11191966.02,15.2031,14.6322,14.558,14.9782,14.6588,65.8562,0.6407,0.4629,0.7877283761217101,31.8281,19.4374,0.3328,1.2908
46839,2000-04-04,ABT.US,37.1876,39.7499,36.9375,10.2891,15373327.0,10008369.8,9.1542,8.6771,9.0117,9.8825,8.7702,73.1464,0.2674,0.3651,0.5087358590231117,46.3875,19.2702,0.2827,1.4685
46847,2000-04-04,MRK.US,68.3125,69.75,65.2501,27.4222,12605134.0,7870913.92,25.7814,26.3338,27.8212,28.0744,25.407,59.8013,1.5862,6.7767,1.2721839710725418,23.3867,17.852,0.2387,3.0219
46848,2000-04-04,PFE.US,36.6487,37.892,35.9974,16.8777,33557898.0,11602507.98,15.3429,14.6804,14.5794,14.9946,14.7468,70.6352,0.8195,0.516,0.8950654155922829,41.4292,21.0082,0.4418,1.3339
46852,2000-04-05,ABT.US,38.6251,38.6876,37.0,9.6858,8360866.0,9721076.98,9.2276,8.7163,9.0139,9.875,8.8097,60.8351,0.2974,0.3675,0.539643568014555,46.3875,21.2072,0.3004,1.5377
46860,2000-04-05,MRK.US,67.9375,68.5,66.9375,27.6501,6547485.0,7887713.36,25.9359,26.3152,27.7894,28.0731,25.4587,60.7548,1.8408,6.6853,1.338976812701838,23.3867,18.2473,0.3678,2.9177
46861,2000-04-05,PFE.US,36.4711,37.1223,36.3527,16.2976,9554700.0,11605677.98,15.4695,14.7128,14.5935,15.0074,14.8102,62.6455,0.914,0.5444,0.9418170754784876,41.4292,22.4669,0.4759,1.3486
46865,2000-04-06,ABT.US,37.1248,38.5,37.1248,9.8652,7079514.0,9581919.32,9.332,8.7587,9.018,9.8679,8.8548,62.8381,0.3331,0.3728,0.5740519350197296,46.3875,23.0057,0.3252,1.5261
46873,2000-04-06,MRK.US,67.0,67.0625,64.625,26.5613,6526944.0,7905959.04,26.0448,26.2592,27.7499,28.0702,25.4683,54.1465,1.9351,6.6249,1.3685624225790054,11.1713,17.7419,0.3778,2.9682
46874,2000-04-06,PFE.US,36.1158,36.5895,35.7606,16.1921,9527600.0,11650731.98,15.6014,14.7425,14.6076,15.0195,14.8682,61.2877,0.9746,0.5694,0.9802457275015892,31.6538,23.1231,0.4888,1.3114
46878,2000-04-07,ABT.US,37.8126,38.0,36.4375,9.5554,6845164.0,9396706.94,9.4103,8.789,9.0185,9.8597,8.886,57.3806,0.3472,0.3733,0.5848166956695225,35.1576,23.8737,0.3162,1.5287
46886,2000-04-07,MRK.US,65.375,66.6875,65.0,26.536,3481875.0,7813215.22,26.1967,26.1922,27.7132,28.065,25.4792,53.9996,2.0051,6.578,1.3985997553298584,11.1713,17.2726,0.3794,2.8767
46887,2000-04-07,PFE.US,36.4711,37.3592,36.4119,16.3767,9316200.0,11665163.98,15.7675,14.7797,14.6241,15.0306,14.9323,62.8067,1.0236,0.6002,1.0152139179855604,37.6837,24.1631,0.508,1.2897
46891,2000-04-10,ABT.US,36.2501,38.0,35.5623,9.6695,11166162.0,9343403.42,9.5097,8.8161,9.0167,9.8517,8.9206,58.7999,0.3703,0.3707,0.5996156443220213,22.2925,23.7608,0.3146,1.5937
46899,2000-04-10,MRK.US,65.0625,68.25,65.0625,26.8905,4936918.0,7706063.5,26.4094,26.1141,27.6768,28.0617,25.5065,55.8096,2.1217,6.504,1.4334426043474415,17.5665,17.2936,0.4046,2.8989
46900,2000-04-10,PFE.US,36.8855,38.1881,36.7079,16.7986,15380800.0,11748213.98,15.9811,14.8195,14.6495,15.0437,15.0115,66.0824,1.0971,0.6455,1.0564495301432313,43.468,25.542,0.551,1.3033
46904,2000-04-11,ABT.US,36.9375,38.5,36.9375,9.9304,8703926.0,9288438.06,9.619,8.8448,9.0192,9.8447,8.9643,61.9223,0.4066,0.3746,0.6290734881773158,26.5915,23.963,0.3306,1.5914
46912,2000-04-11,MRK.US,66.4375,68.0,66.375,27.2703,5979783.0,7657847.12,26.6423,26.0254,27.6392,28.0579,25.5519,57.7287,2.2783,6.3915,1.4858315232431496,17.5665,17.3131,0.45,2.8079
46913,2000-04-11,PFE.US,37.6552,38.3657,37.4776,16.7986,13082600.0,11808071.98,16.1815,14.8508,14.6752,15.0572,15.0891,66.0824,1.1451,0.6893,1.0835951569293336,44.6534,26.9071,0.5783,1.2736
46917,2000-04-12,ABT.US,38.7499,40.0625,38.2501,10.3934,15842250.0,9444267.56,9.7484,8.8811,9.0245,9.8394,9.025,66.7397,0.48,0.3863,0.6818479884969036,38.1137,24.9737,0.3764,1.6206
46925,2000-04-12,MRK.US,67.5625,67.75,64.875,26.2828,6120425.0,7674902.28,26.6778,25.9316,27.5859,28.0463,25.562,51.4699,2.2961,6.2493,1.4988296934573966,8.8421,16.708,0.4016,2.8127
46926,2000-04-12,PFE.US,37.4184,38.8393,37.1815,17.036,16946801.0,11912744.0,16.3398,14.8801,14.7032,15.0691,15.1748,67.9258,1.1867,0.7423,1.1119642239189869,47.797,28.3993,0.6121,1.3011
46930,2000-04-13,ABT.US,39.2501,39.8749,38.5623,10.2786,8913995.0,9416510.88,9.8501,8.9141,9.0299,9.8324,9.0798,64.5588,0.5365,0.397,0.7218588250400777,38.1137,25.9123,0.3987,1.5986
46938,2000-04-13,MRK.US,65.375,67.0,65.125,26.6626,5105542.0,7679702.12,26.7487,25.8449,27.5336,28.0324,25.5906,53.5556,2.3131,6.07,1.5130850014603012,8.8421,16.1461,0.3895,2.7636
46939,2000-04-13,PFE.US,38.0696,38.2473,36.8855,16.7195,12536000.0,12020662.0,16.4716,14.9125,14.7284,15.0766,15.2469,63.009,1.1715,0.7798,1.1079198809017727,42.3549,29.3961,0.6064,1.3054
46943,2000-04-14,ABT.US,38.8126,39.0,36.5,9.6557,11353509.0,9480057.22,9.8976,8.9338,9.0256,9.8222,9.1089,54.2078,0.5409,0.3897,0.7302799506821794,11.3582,24.8727,0.362,1.6764
46951,2000-04-14,MRK.US,64.9375,65.625,62.5625,25.7511,6451069.0,7727524.46,26.8069,25.745,27.4748,28.0107,25.587,48.2016,2.1821,5.9305,1.4984433253104814,5.1092,15.3578,0.3028,2.7983
46952,2000-04-14,PFE.US,36.8855,37.0039,34.9317,16.0075,13730900.0,12119214.0,16.5296,14.9328,14.7406,15.0783,15.2899,53.6081,1.1137,0.796,1.0734420944006329,12.8238,28.2124,0.5381,1.3982
46956,2000-04-17,ABT.US,37.0,37.8749,36.5623,9.8852,7666949.0,9367087.96,9.9208,8.9518,9.026,9.8132,9.1462,56.9467,0.5371,0.3903,0.739362039907508,11.3582,23.9074,0.3474,1.6504
46964,2000-04-17,MRK.US,63.75,64.7501,61.875,26.1056,6561633.0,7769423.5,26.7132,25.6618,27.4218,27.9907,25.6011,50.2833,1.985,5.7915,1.459084421653156,8.498,14.8678,0.2598,2.8038
46965,2000-04-17,PFE.US,35.2869,36.8263,35.0501,16.0339,13853300.0,12264098.0,16.5138,14.9525,14.7507,15.0776,15.3331,53.8829,0.9978,0.8118,1.0460172048692191,12.8238,27.1132,0.4807,1.4252
46969,2000-04-18,ABT.US,37.6876,38.6251,37.1248,10.0163,6324559.0,9374942.7,9.8936,8.9757,9.0262,9.806,9.1879,58.4747,0.4994,0.3908,0.7396153087044149,18.0554,23.4894,0.3425,1.6397
46977,2000-04-18,MRK.US,64.2501,66.375,64.0,26.8398,4821534.0,7778446.78,26.655,25.5917,27.37,27.977,25.6473,54.3731,1.5832,5.5814,1.4069347064968838,0.5426,13.8446,0.2816,2.7732
46978,2000-04-18,PFE.US,35.9974,37.5368,35.9974,16.6931,13666400.0,12283158.0,16.4954,14.9771,14.7646,15.0816,15.4013,60.2183,0.8241,0.8463,1.0089184211216822,19.8373,26.5935,0.4828,1.4334
46982,2000-04-19,ABT.US,38.4375,38.8126,37.6876,10.0655,6057016.0,9279398.22,9.9315,8.9989,9.0282,9.8003,9.2307,59.0619,0.4844,0.3946,0.7134721756827417,19.6886,23.2179,0.3387,1.6029
46990,2000-04-19,MRK.US,66.0,69.75,65.5625,27.954,8569182.0,7867264.78,26.6854,25.5425,27.3287,27.9674,25.7399,59.7803,1.5061,5.3604,1.3037300182710767,16.1675,14.0105,0.3844,2.8742
46991,2000-04-19,PFE.US,37.596,40.2603,37.3,17.7216,20077699.0,12377497.98,16.6378,15.0132,14.7892,15.0911,15.509,67.6789,0.8537,0.9307,0.9735905997496668,39.8228,27.5384,0.5609,1.5424
46995,2000-04-20,ABT.US,38.5623,39.3752,38.2501,10.295,6094887.0,9118618.86,9.9745,9.0166,9.0303,9.7966,9.2815,61.777,0.4794,0.3994,0.710351466612568,24.5479,23.3129,0.3501,1.5688
47003,2000-04-20,MRK.US,69.0,70.25,68.9375,28.2578,6856016.0,7859188.9,26.855,25.532,27.2899,27.9581,25.8464,61.1328,1.6577,5.1361,1.2829053263506125,18.2173,14.311,0.4848,2.7627
47004,2000-04-20,PFE.US,39.905,39.905,38.6025,17.6953,10864600.0,12370645.98,16.7881,15.063,14.8086,15.1017,15.6141,67.3311,0.9289,1.0054,0.9774290690670254,39.8228,28.4159,0.6137,1.5253
47008,2000-04-24,ABT.US,38.7499,40.2501,38.6251,10.5081,9178864.0,9016747.82,10.0698,9.0435,9.0368,9.7948,9.34,64.1543,0.4719,0.4142,0.7140222316018209,31.49,23.897,0.3721,1.5728
47016,2000-04-24,MRK.US,69.875,72.1875,69.75,29.1441,7771758.0,7867495.34,27.1159,25.5584,27.2652,27.9534,25.9881,64.8469,1.8701,4.9831,1.3889200700840223,25.7897,15.1309,0.6287,2.7394
47017,2000-04-24,PFE.US,39.313,41.918,39.0761,18.3545,14900400.0,12457105.98,16.9859,15.1323,14.8396,15.116,15.7432,71.31,1.1037,1.1281,1.0523311405372515,50.4188,29.9875,0.7006,1.6194
47021,2000-04-25,ABT.US,40.0,40.1248,39.0,10.4261,5514803.0,8987823.84,10.1454,9.0746,9.0439,9.793,9.3942,62.5424,0.4364,0.4289,0.7007780915008512,31.49,24.4393,0.3785,1.5408
47029,2000-04-25,MRK.US,71.9375,72.8125,69.875,29.3719,7010177.0,7814586.02,27.364,25.6197,27.2509,27.9503,26.1376,65.7527,1.8878,4.9022,1.4652691134740894,28.1023,16.0574,0.7524,2.7536
47030,2000-04-25,PFE.US,40.8523,41.4444,39.9642,18.3282,10370700.0,12461085.98,17.1388,15.2111,14.8722,15.1293,15.8685,70.9388,1.219,1.2482,1.119712042122292,50.4188,31.4469,0.7586,1.6094
47034,2000-04-26,ABT.US,38.5623,39.0,38.4375,10.2294,4376244.0,8952216.86,10.1753,9.0963,9.0486,9.7906,9.4395,58.7303,0.3916,0.4379,0.6639943676183768,23.0483,24.34,0.3636,1.5245
47042,2000-04-26,MRK.US,72.0,72.1875,70.25,29.1441,4841131.0,7724170.86,27.5514,25.6698,27.2384,27.9467,26.2758,63.9773,1.7286,4.8391,1.4423511583940671,28.1023,16.9178,0.8225,2.7176
47043,2000-04-26,PFE.US,40.4971,41.2076,40.2603,18.3545,10414700.0,12501511.98,17.2944,15.2836,14.9042,15.1431,15.9918,71.1008,1.2484,1.3677,1.161950041104562,50.4188,32.802,0.7975,1.5621
47047,2000-04-27,ABT.US,38.5,39.0625,38.3124,10.2294,8515688.0,8956079.62,10.1589,9.1176,9.0537,9.7878,9.4839,58.7303,0.3679,0.4473,0.6279757780975403,21.1849,24.1146,0.3477,1.4692
47055,2000-04-27,MRK.US,71.25,72.625,70.8125,28.9668,5916274.0,7708832.32,27.8198,25.7199,27.2161,27.9461,26.4051,62.5614,1.734,4.7116,1.3646580558462462,29.8764,17.8434,0.854,2.653
47056,2000-04-27,PFE.US,39.7866,41.2668,39.7866,18.0381,10116500.0,12547187.98,17.3946,15.345,14.9341,15.1556,16.0998,66.3113,1.2992,1.4648,1.148045735011206,43.0174,33.5317,0.7937,1.5563
47060,2000-04-28,ABT.US,38.7499,38.7499,37.6876,10.0819,6870336.0,8991405.9,10.1393,9.1382,9.0602,9.7841,9.5217,55.7738,0.3634,0.4564,0.60309548418016,12.0576,23.2534,0.3195,1.458
47068,2000-04-28,MRK.US,69.625,70.3125,67.5625,28.1565,8456312.0,7770278.66,27.9692,25.7548,27.1925,27.9409,26.5007,56.4163,1.8013,4.6112,1.32208705130089,8.4652,17.1735,0.8043,2.7447
47069,2000-04-28,PFE.US,40.4971,40.6155,39.5498,17.7744,8958800.0,12528885.98,17.5001,15.4157,14.9656,15.1656,16.1951,62.5306,1.3436,1.5436,1.152476335411562,39.3267,33.9456,0.7606,1.5212
47073,2000-05-01,ABT.US,38.1248,38.1876,37.3124,9.9835,8625289.0,8965021.44,10.172,9.1592,9.067,9.7798,9.5549,53.8271,0.34,0.4643,0.5964255901439541,6.8531,22.082,0.286,1.4342
47081,2000-05-01,MRK.US,69.5,69.5625,67.5625,27.3716,5406632.0,7733013.88,28.1312,25.7922,27.1711,27.9355,26.5641,51.1729,1.7549,4.5573,1.325289800997696,8.4652,16.5515,0.6935,2.6915
47082,2000-05-01,PFE.US,40.0234,41.2076,39.1354,17.6425,8255400.0,12524095.98,17.6636,15.4832,14.9997,15.1746,16.2824,60.6674,1.3415,1.6086,1.1630481913134028,43.2689,34.6116,0.7155,1.5606
47086,2000-05-02,ABT.US,37.6251,38.3752,36.7499,10.0163,8389825.0,8934961.34,10.1851,9.1893,9.075,9.7759,9.5885,54.3985,0.3199,0.473,0.5770106205187797,0.6006,20.5476,0.259,1.4479
47094,2000-05-02,MRK.US,67.0625,70.0625,66.9375,28.0552,4705730.0,7688434.06,28.3262,25.8533,27.1561,27.9345,26.6528,55.088,1.6874,4.5081,1.3223008189500776,4.6186,15.6991,0.6534,2.7225
47095,2000-05-02,PFE.US,39.7866,40.9707,39.6682,18.0908,10174600.0,12521307.98,17.8693,15.5581,15.0371,15.1873,16.3847,64.5353,1.3703,1.6986,1.1765372694964016,43.2689,35.23,0.7078,1.5464
47099,2000-05-03,ABT.US,37.9375,38.2501,37.1248,9.8688,7554897.0,8912934.2,10.1704,9.2125,9.0823,9.7707,9.6151,51.3228,0.2916,0.4792,0.5571448214333037,0.6006,19.1228,0.2232,1.4248
47107,2000-05-03,MRK.US,69.0,69.875,68.0,27.6754,4195982.0,7579534.28,28.4097,25.8786,27.1458,27.9355,26.7243,52.5661,1.672,4.4867,1.2853974427415251,4.6186,14.9077,0.5842,2.6619
47108,2000-05-03,PFE.US,40.6747,41.1484,40.0234,18.0117,11521700.0,12577039.98,18.0012,15.6372,15.0752,15.2024,16.4809,63.3515,1.3998,1.7787,1.1809796830774997,44.5235,35.8938,0.6873,1.5163
47112,2000-05-04,ABT.US,37.3752,37.6876,36.8126,9.7704,5276666.0,8857037.68,10.1409,9.2403,9.0895,9.7636,9.637,49.3194,0.2702,0.4839,0.5312655161962534,4.872,18.1049,0.1848,1.3855
47120,2000-05-04,MRK.US,68.5625,68.625,67.0,27.2197,3570012.0,7488945.16,28.3363,25.9139,27.13,27.9342,26.7769,49.6303,1.6494,4.459,1.2729495400808677,1.8411,13.9743,0.487,2.5879
47121,2000-05-04,PFE.US,40.2603,41.03,40.0234,18.1436,6383900.0,12522913.98,18.0434,15.7132,15.114,15.2183,16.5792,64.5202,1.3837,1.8647,1.194884917860411,44.5235,36.5102,0.674,1.4799
47125,2000-05-05,ABT.US,37.0,37.9375,36.8126,9.9508,6311861.0,8828461.22,10.1065,9.2736,9.1009,9.7577,9.6649,52.9458,0.2402,0.4904,0.512427929218422,1.126,16.8921,0.1669,1.3669
47133,2000-05-05,MRK.US,66.875,69.9375,66.7499,28.0552,3832850.0,7375562.04,28.316,25.975,27.1353,27.9357,26.8608,54.6331,1.6038,4.466,1.2774611642473714,6.3336,13.4286,0.4719,2.6307
47134,2000-05-05,PFE.US,40.1419,42.5693,39.8458,18.8292,12594200.0,12589065.98,18.1567,15.8107,15.1629,15.2387,16.7014,69.8943,1.4018,1.9865,1.2158899233236369,54.6085,37.8029,0.7106,1.5687
47138,2000-05-08,ABT.US,38.0,38.8126,37.5623,10.1803,4218749.0,8721938.82,10.0737,9.3099,9.1163,9.7532,9.7004,57.1468,0.2072,0.4997,0.4866699821324969,10.8791,16.4626,0.1694,1.3586
47146,2000-05-08,MRK.US,69.9375,70.5,69.0,28.3084,4484706.0,7303836.92,28.2325,26.0558,27.1374,27.9393,26.9524,56.0575,1.5019,4.4705,1.2648197461371806,9.6797,13.1608,0.475,2.55
47147,2000-05-08,PFE.US,42.6285,43.9311,42.5693,19.4885,18220301.0,12788372.0,18.2701,15.9273,15.2176,15.2634,16.8456,73.9765,1.4571,2.1576,1.2546424611114215,61.3095,39.482,0.7837,1.5751
47151,2000-05-09,ABT.US,38.1876,39.0,38.1876,10.2294,4383596.0,8624683.5,10.054,9.3417,9.1272,9.7486,9.7365,58.0105,0.1632,0.512,0.4527676449944255,13.254,16.2334,0.1732,1.3196
47159,2000-05-09,MRK.US,70.0,70.0625,68.6875,27.9287,3860203.0,7203128.3,28.0882,26.1179,27.1276,27.9423,27.0258,53.3523,1.3145,4.4454,1.2127994137025342,7.3845,12.7482,0.4416,2.466
47160,2000-05-09,PFE.US,43.1614,43.2798,42.0365,19.1038,11108100.0,12848368.0,18.3477,16.0378,15.2645,15.2849,16.9702,68.1682,1.3982,2.3,1.24386396670162,51.8633,40.3664,0.8014,1.5852
47164,2000-05-10,ABT.US,38.2501,38.8749,38.0,10.1147,6806848.0,8595661.5,10.0425,9.3718,9.1259,9.7432,9.7668,55.211,0.125,0.5091,0.3991361748539,10.0912,15.7947,0.1652,1.2968
47172,2000-05-10,MRK.US,68.6875,68.75,66.7499,27.5488,4449913.0,7127251.0,27.9286,26.1724,27.1231,27.9425,27.0819,50.7152,1.1257,4.4395,1.1288097093012155,5.7806,12.2505,0.3802,2.4461
47173,2000-05-10,PFE.US,41.7404,42.8061,39.7866,18.5754,10182000.0,12815816.0,18.3698,16.1382,15.3082,15.3042,17.0697,61.075,1.2636,2.3965,1.1899683268198975,19.9263,38.9063,0.764,1.6876
47177,2000-05-11,ABT.US,38.8749,38.8749,37.6876,9.918,6419234.0,8553300.24,10.0114,9.3937,9.1284,9.7366,9.7882,50.693,0.1004,0.5124,0.3478918498147574,4.8406,15.0123,0.1413,1.2889
47185,2000-05-11,MRK.US,68.25,68.6875,67.0625,27.6501,4217886.0,7065817.24,27.797,26.2392,27.1313,27.9438,27.1399,51.4049,1.0552,4.4414,1.0448681492431515,5.7806,11.7884,0.3358,2.3875
47186,2000-05-11,PFE.US,41.2668,41.326,40.0827,17.994,9402200.0,12783996.0,18.3654,16.2291,15.3482,15.3203,17.1425,54.3711,1.1619,2.4497,1.112964001996405,19.9263,37.5506,0.6796,1.6771
47190,2000-05-12,ABT.US,37.4375,37.5,36.7499,9.7048,6130975.0,8535162.6,9.9737,9.413,9.1282,9.7291,9.8004,46.273,0.0857,0.5122,0.3153094958756966,9.1635,14.5945,0.1039,1.2728
47198,2000-05-12,MRK.US,68.3125,68.9375,67.3125,27.5995,3186863.0,7006213.28,27.7413,26.3112,27.1386,27.9483,27.1932,51.0208,0.9804,4.4429,1.0109847410205963,3.875,11.2231,0.2931,2.333
47199,2000-05-12,PFE.US,40.1419,41.0892,39.4906,18.2153,7795100.0,12772854.0,18.4095,16.3233,15.3922,15.3402,17.2204,56.3358,1.0484,2.5063,1.0709555086650715,12.693,35.7751,0.6234,1.6714
47203,2000-05-15,ABT.US,37.4375,39.1876,37.3752,10.2131,10544644.0,8509464.28,9.9967,9.448,9.1325,9.7247,9.8318,56.1006,0.0645,0.5197,0.2907957290349601,13.2859,14.501,0.114,1.3381
47211,2000-05-15,MRK.US,68.25,69.9375,67.5,28.2072,3349722.0,6859069.88,27.8248,26.4094,27.1543,27.9541,27.2676,55.3371,0.8084,4.4515,0.9823280024998357,3.6055,10.679,0.3048,2.3405
47212,2000-05-15,PFE.US,40.5563,41.918,40.4379,18.6018,8129100.0,12734514.0,18.5054,16.42,15.4409,15.3622,17.3097,59.6069,0.9428,2.5794,1.0272316080548187,19.9694,34.6461,0.603,1.6578
47216,2000-05-16,ABT.US,38.9375,39.0,38.2501,10.1311,5329016.0,8420584.96,10.0081,9.4875,9.1365,9.7194,9.8586,54.3727,0.0601,0.5261,0.2506210273181942,13.2859,14.4142,0.1141,1.2961
47224,2000-05-16,MRK.US,69.625,71.5,69.0,28.7642,5361149.0,6784230.1,27.8957,26.5269,27.171,27.9631,27.3599,58.9113,0.8413,4.4771,0.9085795402022264,14.0239,10.9179,0.355,2.3519
47225,2000-05-16,PFE.US,42.0957,42.5101,40.9707,18.8132,12321600.0,12769322.0,18.5776,16.5289,15.487,15.3839,17.4036,61.314,0.9241,2.6757,0.980269028523822,24.7918,33.9422,0.5971,1.6493
47229,2000-05-17,ABT.US,38.3752,39.1876,38.2501,10.1147,5120952.0,8215127.58,10.0327,9.5353,9.1415,9.7145,9.8832,54.0144,0.0582,0.5333,0.2416008915572306,15.5256,14.4936,0.1115,1.2705
47237,2000-05-17,MRK.US,70.5,71.375,69.625,28.2831,3518450.0,6583716.26,27.9565,26.6555,27.1726,27.9706,27.4288,54.8299,0.8524,4.4804,0.909333754472984,14.0239,11.1398,0.3518,2.3089
47238,2000-05-17,PFE.US,42.1549,42.9246,41.8588,18.9981,13713000.0,12752886.0,18.6763,16.6515,15.5334,15.4074,17.5004,62.7951,0.9593,2.7842,0.9750283885618718,28.0599,33.5221,0.6004,1.6076
47242,2000-05-18,ABT.US,39.0,40.6876,38.8749,10.6392,14291128.0,8164430.42,10.1196,9.5863,9.1514,9.713,9.9265,62.5211,0.0655,0.553,0.2604077162221853,30.8947,15.6651,0.1501,1.3315
47250,2000-05-18,MRK.US,69.75,70.6875,69.75,28.3338,2987324.0,6392068.5,28.0679,26.7619,27.1717,27.9832,27.4946,55.1823,0.8664,4.4781,0.915703609844477,14.0239,11.3458,0.3494,2.2109
47251,2000-05-18,PFE.US,42.7469,43.1614,42.3917,19.1038,7234800.0,12521458.02,18.7723,16.7598,15.5792,15.433,17.5966,63.6518,0.9461,2.8993,0.9938397625740566,29.9331,33.2657,0.6046,1.5478
